[2026-03-16 18:27:06,404][__main__][INFO] - Adding /home/frankanuc01/Thesis_H/new_try/droid/droid/fairo/polymetis/polymetis/build to $PATH
[2026-03-16 18:29:17,377][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,379][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,379][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,395][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,396][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,413][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,413][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,429][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,429][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,445][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,445][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,462][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,462][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,479][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,479][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,495][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,496][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,512][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,512][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,529][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,529][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,545][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,546][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,562][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,562][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,579][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,579][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,595][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,596][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,612][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,612][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,629][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
[2026-03-16 18:29:17,629][polymetis.robot_client.robotiq_gripper.robotiq_gripper_client][WARNING] - Failed to read gripper state. Returning last observed state instead.
[2026-03-16 18:29:17,645][pymodbus.client.sync][ERROR] - [Errno 19] could not open port /dev/ttyUSB0: [Errno 19] No such device: '/dev/ttyUSB0'
